Usuario,Id Usuario,Numero seguidores,Numero seguidos,descripción del perfil,Texto,Id Tweet,Likes,Retweets,Fecha,Tipo,Localizacion,Objetivo,Fuente,Usuario original
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JackDetsch: NEW: U.S. believes that Ukraine has a right to defend their territory using four new HIMARS systems, including re-taking ar…",1532051100295118848,0,129,2022-06-01 17:27:01+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JackDetsch: NEW: U.S. believes that Russia has not made a ""breakout"" in Ukraine's Donbas region despite ""incremental gains"" including t…",1532050835215200263,0,55,2022-06-01 17:25:57+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JackDetsch: NEW: Ukraine is getting *FOUR* HIMARS systems in the first batch of deliveries, DoD's policy chief said. 

Much less than U…",1532050749328445440,0,195,2022-06-01 17:25:37+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @AlexandravonNah: It’s not a question of deterring Russia, US Sec Blinken says during a  joint presser with NATO Sec Gen Stoltenberg. It…",1532017162495447055,0,12,2022-06-01 15:12:09+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,AlexandravonNah
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,German government source confirms to CNN: Germany will provide Ukraine with Mars 2 Multiple Launch Artillery Rocket Systems.,1532005660430323718,940,101,2022-06-01 14:26:27+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,fpleitgenCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ChristopherJM: For Kyiv to get the High Mobility Artillery Rocket System (HIMARS), it had to give the Biden administration assurances t…",1531897936493350913,0,300,2022-06-01 07:18:24+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ChristopherJM
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @OrenCNN: The US is sending HIMARS multi-launch rocket systems to Ukraine with munitions capable of hitting a precision target at a rang…,1531897358325272581,0,15,2022-06-01 07:16:06+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,OrenCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JackDetsch: NEW: US has now given $4.6 billion in military aid to Ukraine since Russia's full-scale invasion 3 months ago

February 25:…",1531895622583861250,0,114,2022-06-01 07:09:12+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,Strong stance from ⁦@POTUS “Standing by Ukraine in its hour of need is not just the right thing to do. It is in our vital national interests to ensure a peaceful and stable Europe and to make it clear that might does not make right.” ⁦@nytimes⁩  https://t.co/174s2ysPJZ,1531888735796842496,101,28,2022-06-01 06:41:50+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,fpleitgenCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @mathieuvonrohr: Biden kommuniziert klar seine Ziele, liefert der Ukraine Raketenwerfer, macht deutlich: Nato ist nicht im Krieg, die Uk…",1531886016793137152,0,50,2022-06-01 06:31:02+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,mathieuvonrohr
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,via @NYTimes https://t.co/2QMSJznhjS,1531876988306210818,38,11,2022-06-01 05:55:09+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,fpleitgenCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @n_roettgen: Wir haben im Bundestag vor über einem Monat beschlossen, dass Deutschland schwere #Waffen zur Verteidigung an die #Ukraine…",1531761935414444033,0,391,2022-05-31 22:17:58+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,n_roettgen
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @UAWeapons: #Ukraine: Polish 🇵🇱 T-72M1R tanks operated by the Ukrainian army driving through Bakhmut, #Donetsk Oblast - notice one had i…",1531761685719048197,0,915,2022-05-31 22:16:59+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,UAWeapons
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @MarkHertling: Dont take my advice, take the advice of a MLRS crewman.  HIMARS is the capability Ukraine needs. (13P is his job in artil…",1531757569181683712,0,344,2022-05-31 22:00:37+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,MarkHertling
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JulianRoepcke: Wenn diese Meldung des @BIDeutschland stimmt, wäre es ein weiterer Verrat der Scholz-Regierung an der Ukraine.
Angeblich…",1531689343601057792,0,296,2022-05-31 17:29:31+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JulianRoepcke: Was BI leider nicht recherchiert hat (und die Sache noch viel schlüssiger und auch schlimmer macht): Griechenland hat ga…,1531689322079993862,0,76,2022-05-31 17:29:26+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JulianRoepcke: „Sinn“ - im Sinne von „wir wollen eine russischen Diktatfrieden &amp; lassen die 🇺🇦 großzügig am langen Arm verhungern“ - au…,1531689309895540736,0,59,2022-05-31 17:29:23+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JulianRoepcke: Um das klarzustellen: Die Teile waren 🇩🇪 bereits vor 28 Jahren weniger wert als ein Skoda Fabia Combi (etwa 25.000€ pro…,1531689297312722945,0,61,2022-05-31 17:29:20+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @MarkHertling: Russia's illegal invasion of Ukraine is not getting as much attention right now because of competing stories in the US.…,1531688561510162437,0,2471,2022-05-31 17:26:25+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,MarkHertling
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @sarahrainsford: «Some Western commentators believe 🇺🇦 should submit to end the destruction &amp; cede its territory. But for the weary 🇺🇦 d…,1531630648183640064,0,81,2022-05-31 13:36:17+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,sarahrainsford
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @CNNFrancePR: Russia's war is ravaging Donbas, Ukraine's beleaguered heartland. Here's what the region means to Putin https://t.co/hCjQv…",1531626519503818755,0,8,2022-05-31 13:19:53+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,CNNFrancePR
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JackDetsch: NEW: Russia is beginning to achieve some local successes in the Donbas - including taking Lyman - by massing troops and art…,1531623252107448320,0,65,2022-05-31 13:06:54+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @amanpour: https://t.co/iwfqzImCKE,1531623051221209089,0,19,2022-05-31 13:06:06+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,amanpour
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @visegrad24: Video from a few weeks ago of a helicopter mission sending supplies to the besieged Ukrainian soldiers in Azovstal.

Nerves…",1531589140038434816,0,260,2022-05-31 10:51:21+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,visegrad24
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @CNNFrancePR: Russia and China are ahead of US in hypersonic missile technology. Here's why https://t.co/bsXRW5VB6q,1531499407694528512,0,11,2022-05-31 04:54:47+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,CNNFrancePR
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,This is insane footage. 👇 https://t.co/ru3RA3THXJ,1531334269125140482,247,107,2022-05-30 17:58:35+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,fpleitgenCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @MarkHertling: Proud to be a part of @usabmc,1531290300873949185,0,44,2022-05-30 15:03:52+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,MarkHertling
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @FareedZakaria: Can the Iran nuclear deal be revived?
 
My conversation w/ Iranian Foreign Minister @Amirabdolahian, from today’s show:…",1531287222598742022,0,24,2022-05-30 14:51:38+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,FareedZakaria
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JackDetsch: NEW: Russia has likely suffered “devastating” losses among its mid and junior ranking military officers in three months of…,1531272934513336321,0,330,2022-05-30 13:54:51+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JDiamond1: Asked about providing long-range weaponry to Ukraine, Biden says he will not send any rocket systems ""that can strike into R…",1531272815348961280,0,17,2022-05-30 13:54:23+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JDiamond1
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @MelnykAndrij: A must-see for everyone who is pushing Ukraine for “compromise” with Russia,1531271476174782464,0,1334,2022-05-30 13:49:04+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,MelnykAndrij
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @LinkAlbert: Bundeskanzler Olaf Scholz in Brüssel eingetroffen, sitzt in Sachen Öl-Embargo ordentlich in der Zwickmühle. Mehr gleich bei…",1531266531547615232,0,11,2022-05-30 13:29:25+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,LinkAlbert
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @sarasidnerCNN: We go to one of the front lines of the war in #Ukraine where we find a family fighting side by side. They joke with me a…,1531266467697672192,0,53,2022-05-30 13:29:10+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,sarasidnerCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JakeCordell: The Kremlin's defiance, a strong rouble and supportive public betray Russia's looming economic pain
https://t.co/ARQNMuiDII",1531233269496307713,0,20,2022-05-30 11:17:15+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JakeCordell
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @IAPonomarenko: Slovakian 155mm Zuzana 2s (what a name, huh?) are to be transferred to Ukraine https://t.co/mYZLBINld3",1531218289959096321,0,797,2022-05-30 10:17:43+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,IAPonomarenko
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @NeilPHauer: Very pessimistic towards Ukrainian leadership: ""You have to understand that there are two castes in this country: the upper…",1531218073679708160,0,472,2022-05-30 10:16:52+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,NeilPHauer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @NeilPHauer: Talking with a few exhausted soldiers in Bakhmut, just back from the frontlines. ""We don't have any new weapons here, new f…",1531218067744776193,0,824,2022-05-30 10:16:50+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,NeilPHauer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @Bundeskanzler: Das #Sondervermögen kommt. Mit 100 Milliarden sorgen wir dafür, dass die Bundeswehr ihren Verteidigungsauftrag besser al…",1531198640429072385,0,225,2022-05-30 08:59:38+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Bundeskanzler
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ronzheimer: 100 Milliarden Euro in den Händen von 🇩🇪 inkompetentester Ministerin. Dass Christine Lambrecht als Verteidigungsministerin,…",1531198408706473984,0,372,2022-05-30 08:58:43+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ronzheimer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JuliaDavisNews: Here is a video with jarring quotes from Russian State Duma Deputy Defense Committee Chairman Vladimir Shamanov, former…",1531190987317563392,0,3611,2022-05-30 08:29:14+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JuliaDavisNews
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @mathieuvonrohr: Warum Berlin nicht die Hauptstadt der Exil-Russen wird: Nach Kriegsausbruch wollten die meisten russischen Dissidenten…,1531188814978371584,0,63,2022-05-30 08:20:36+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,mathieuvonrohr
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @johannesboie: Exakt die Erfahrung, die @bild mit klugen, demokratischen, gegen Putin gerichteten russischen Journalisten macht, die bei…",1531188790580199427,0,29,2022-05-30 08:20:30+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,johannesboie
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @MarkHertling: On Memorial Day 5 years ago, @cnn asked me to come on air to discuss what the day meant to me.  

I brought this box cont…",1531134215521243137,0,1085,2022-05-30 04:43:38+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,MarkHertling
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @maxseddon: “Putin is now hurling men and munitions at the last remaining major population center [ . . . ] as if taking it would win th…,1531007601453957120,0,367,2022-05-29 20:20:31+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,maxseddon
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JulianRoepcke: Wie man’s macht.,1531007179049820160,0,193,2022-05-29 20:18:50+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @leonidragozin: Natalia Petrova and Lyudmila Annenkova in a protest/performance in front of the Russian foreign ministry in Moscow. “We…,1531002609284308993,0,62,2022-05-29 20:00:41+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,leonidragozin
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @maria_avdv: 22 million tonnes of grain can’t be exported from Ukraine because Russia blockades Black Sea ports. In Mykolaiv farmers are…,1530895015785938947,0,6330,2022-05-29 12:53:09+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,maria_avdv
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @yarotrof: “Grandma Anna,” a Ukrainian woman who greeted soldiers with a red Soviet flag, is celebrated across Russia as the symbol of M…",1530891782615179264,0,450,2022-05-29 12:40:18+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,yarotrof
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @Gerashchenko_en: russian tank has completed its combat looting mission. 

#UkraineRussiaWar 
#Ukraine 
#Tank https://t.co/867NpWYlg2",1530891554340196352,0,330,2022-05-29 12:39:23+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Gerashchenko_en
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @Osinttechnical: More Russian Iskander launches from Belgorod tonight https://t.co/GTPHxIALhW,1530690131480530947,0,117,2022-05-28 23:19:00+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Osinttechnical
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @TheStudyofWar: Here are today's CoT maps. #Ukrainian forces are waging an ongoing counteroffensive that has pushed #Russian forces to u…,1530675633906384896,0,295,2022-05-28 22:21:24+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,TheStudyofWar
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @Osinttechnical: Donetsk Oblast, locals reporting that the Ukrainians hit a Russian ammunition dump https://t.co/5HFN66Xb8q",1530671416474882048,0,326,2022-05-28 22:04:38+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Osinttechnical
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @RALee85: Footage of Russian artillery strikes on Ukrainian armor reportedly near Avdiivka. The Russian source says they used 10 quadcop…,1530671326322536453,0,100,2022-05-28 22:04:17+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,RALee85
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @JulianRoepcke: Stolz zeigt die russische🇷🇺 Armee die Vernichtung eines ukrainischen🇺🇦 Stadtzentrums mit thermobarischen Waffen in nur 8…,1530647338531823624,0,3906,2022-05-28 20:28:58+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @RALee85: Video of Russian Grad and TOS-1A thermobaric MLRS fire on Ukrainian positions.
https://t.co/rOZgnQbkdy https://t.co/J39nxY7e31",1530624252726083584,0,337,2022-05-28 18:57:14+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,RALee85
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @KevinRothrock: Odesa military spokesman Sergey Bratchuk shares video showing launches of American anti-ship Harpoon missiles, says Ukra…",1530623839503273985,0,193,2022-05-28 18:55:35+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,KevinRothrock
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @mathieuvonrohr: Ukraine-Krieg: Trotz Versprechungen liefert Deutschland seit neun Wochen kaum Waffen https://t.co/H8UwaWMNVF via @welt,1530622290991382532,0,175,2022-05-28 18:49:26+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,mathieuvonrohr
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @shaunwalker7: As someone in the comments notes: if you’re sure it’s forever, you probably don’t feel the need to write “forever”",1530603926093017097,0,115,2022-05-28 17:36:27+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,shaunwalker7
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @gepardtatze: Ein Foto des zerstörten 🇷🇺 Tunguskas. Die Schäden könnten von Loitering Munition stammen. https://t.co/NyyuwStGG2,1530603725403918338,0,20,2022-05-28 17:35:40+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,gepardtatze
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @m_trinkwalder: Die Ausbildung der ersten 45 🇺🇦Soldaten an den FlaK-Panzern #Gepard soll erst am 13.06. beginnen und am 22.07. enden. Di…,1530603359488688128,0,13,2022-05-28 17:34:12+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,GanzLicht
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JulianRoepcke: „Melitopol - Russland für immer“, steht seit heute am Ortseingang der besetzten 150000-Einwohner-Stadt.
Da haben die rus…",1530602569197920257,0,104,2022-05-28 17:31:04+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JulianRoepcke
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @mathieuvonrohr: Eigentlich ging es darum, dass Putin die Welt mit dem blockierten ukrainischen Weizen erpressen will",1530548268052119553,0,52,2022-05-28 13:55:17+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,mathieuvonrohr
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @FAZ_NET: Die SPD-Vorsitzende Saskia Esken will das Zwei-Prozent-Ziel der NATO nicht jedes Jahr erreichen, obwohl der Bundeskanzler gena…",1530547413907390465,0,40,2022-05-28 13:51:54+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,FAZ_NET
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @gepardtatze: So wirds gemacht.,1530533663250825217,0,229,2022-05-28 12:57:15+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,gepardtatze
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @DmytroKuleba: Sanctions on Russia have no connection to the unfolding global food crisis. The sole reason for shortages, rising prices,…",1530533604815781891,0,6276,2022-05-28 12:57:01+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,DmytroKuleba
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @JackDetsch: NEW: Russia has now lost 30,000 troops in 94 days of war in Ukraine: Ukrainian Ministry of Defense estimate",1530533568191115265,0,429,2022-05-28 12:56:53+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,JackDetsch
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ronzheimer: Wie schafft man es, das Vertrauen in 🇩🇪 bei der NATO weiter kaputt zu machen? Genau, als SPD-Chefin einfach mal raushauen,…",1530492968611856385,0,124,2022-05-28 10:15:33+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ronzheimer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @mathieuvonrohr: Frau Wagenknecht ist faktisch eine Interessenvertreterin des russischen Regimes, anders lassen sich diese Tweets nicht…",1530492893387173888,0,643,2022-05-28 10:15:15+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,mathieuvonrohr
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ronzheimer: Das, was in diesen Wochen in Kherson oder Mariupol passiert, werden wir wohl nie genau erfahren. Aber wir müssen davon ausg…",1530492835614666752,0,194,2022-05-28 10:15:01+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ronzheimer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @Klitschko: What is happening in Ukraine is a war crime. 
The justification of this war crime by Russian media is a very dangerous weapo…",1530426395968647169,0,737,2022-05-28 05:51:01+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Klitschko
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @RALee85: Video of Russian incendiary munitions used on Ukrainian positions in Kharkiv Oblast. 
https://t.co/sr43TGo1TM https://t.co/qX3…",1530315458683052038,0,884,2022-05-27 22:30:11+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,RALee85
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @PentagonPresSec: A bittersweet day for me, as it’s my last day as Pentagon Press Secretary. It’s been the honor of a lifetime serving @…",1530314804098916355,0,351,2022-05-27 22:27:35+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,PentagonPresSec
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ronzheimer: „Scholz droht in die Geschichte einzugehen als Regierungschef, der durch sein Zögern bei Waffenlieferung und seine Kommunik…",1530314448455483392,0,400,2022-05-27 22:26:11+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ronzheimer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @johannesboie: Wie @bild berichtete…,1530218478170423299,0,20,2022-05-27 16:04:49+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,johannesboie
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @yarotrof: Thoughts and prayers and a sense of being on the right side of history are really effective against thermobaric MRLS.,1530211442166796288,0,193,2022-05-27 15:36:52+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,yarotrof
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,Germany‘s Chancellor @Bundeskanzler getting philosophical. Wonder how Ukrainians and Eastern NATO allies feel about that. Do allies fully trust Germany will defend them as a NATO partner? https://t.co/1aHcCId9N4,1530210737305575428,316,62,2022-05-27 15:34:04+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,fpleitgenCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ronzheimer: 1. Frage: Ja!
2. Frage: Nein!
Sind das wirklich Fragen, über die wir nach Putins Angriff noch diskutieren müssen -  und die…",1530207424640073732,0,246,2022-05-27 15:20:54+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ronzheimer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @ronzheimer: Und jetzt noch mal übersetzt, damit auch alle unsere NATO-Partner sich an den Kopf fassen 🙄🙄🙄",1530207308474638336,0,139,2022-05-27 15:20:26+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ronzheimer
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @AndriyYermak: Thanks to the 🇬🇧 PM @BorisJohnson for supporting the idea of providing 🇺🇦 with MLRS. We need them badly.
Our allies shoul…",1530206949517688838,0,48,2022-05-27 15:19:01+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,AndriyYermak
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @trent_murray: If only those pesky Russians could just respect pious platitudes about peace!,1530206565206212613,0,8,2022-05-27 15:17:29+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,trent_murray
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @demianvonosten: Russlands Außenminister Lawrow: „Der Westen hat der gesamten russischen Welt den totalen Krieg erklärt.“,1530139064267153409,0,145,2022-05-27 10:49:16+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,demianvonosten
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,"RT @Liveuamap: Russian Foreign Minister Lavrov: The West, de-facto, declared total war to Russia, war to the whole ""Russian World"" https://…",1530138819936272384,0,206,2022-05-27 10:48:17+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Liveuamap
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @VascoCNN: CNN Exclusive: The first independent legal report into Russia’s war on Ukraine says there is overwhelming evidence that Russi…,1530100483393826818,0,34,2022-05-27 08:15:57+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,VascoCNN
fpleitgenCNN,23572083,82994,3809,CNN Senior International Correspondent and Anchor,RT @Podolyak_M: This is 🇷🇺 Solntsepek flamethrower system. Some partners avoid giving the necessary weapons because of fear of the escalati…,1530097917943586820,0,6601,2022-05-27 08:05:46+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,Podolyak_M
